,Disp(mm),Force(N),Rotation,Moment(kN/M),Disp(mm),Force(N),Rotation,Moment(kN/M),Disp(mm),Force(N),Rotation,Moment(kN/M),Disp(mm),Force(N),Rotation,Moment(kN/M),Disp(mm),Force(N),Rotation,Moment(kN/M),Disp(mm),Force(N),Rotation,Moment(kN/M),Disp(mm),Force(N),Rotation,Moment(kN/M),Disp(mm),Force(N),Rotation,Moment(kN/M),Disp(mm),Force(N),Rotation,Moment(kN/M),Disp(mm),Force(N),Rotation,Moment(kN/M),Disp(mm),Force(N),Rotation,Moment(kN/M),Disp(mm),Force(N),Rotation,Moment(kN/M)
1141,-17.7267,99563,-0.006565444,248.9075,-52.6184,-133973,-0.019488296,-334.9325,16.6113,207535,0.006152333,518.8375,58.3875,217048,0.021625,542.62,37.4625,-33051.1,0.013875,-82.62775,-51.6563,-222739,-0.019131963,-556.8475,,,,,,,,,,,,,,,,,,,,,,,,
1142,-9.62666,123486,-0.00356543,308.715,-44.5184,-89619,-0.016488296,-224.0475,27.4113,234100,0.010152333,585.25,69.1875,234660,0.025625,586.65,26.6625,-64933.4,0.009875,-162.3335,-59.7563,-236949,-0.022131963,-592.3725,,,,,,,,,,,,,,,,,,,,,,,,
1143,-1.52666,141738,-0.00056543,354.345,-36.4184,-45568.2,-0.013488296,-113.9205,38.2113,255491,0.014152333,638.7275,79.9875,250858,0.029625,627.145,15.8625,-93833.4,0.005875,-234.5835,-67.8563,-250259,-0.025131963,-625.6475,,,,,,,,,,,,,,,,,,,,,,,,
1144,8.76445,160049,0.003246093,400.1225,-28.3184,-2110.44,-0.010488296,-5.2761,49.0113,272462,0.018152333,681.155,90.7875,265573,0.033625,663.9325,5.0625,-120247,0.001875,-300.6175,-75.9563,-262678,-0.028131963,-656.695,,,,,,,,,,,,,,,,,,,,,,,,
1145,19.5645,175433,0.007246111,438.5825,-20.2184,40319,-0.007488296,100.7975,59.8113,285994,0.022152333,714.985,101.588,278810,0.037625185,697.025,-5.7375,-144617,-0.002125,-361.5425,-77.9437,-265592,-0.028868037,-663.98,,,,,,,,,,,,,,,,,,,,,,,,
1146,30.3645,188526,0.011246111,471.315,-12.1184,80919.4,-0.004488296,202.2985,70.6113,296803,0.026152333,742.0075,103.613,281143,0.038375185,702.8575,-16.5375,-167219,-0.006125,-418.0475,-75.9187,-253815,-0.028118037,-634.5375,,,,,,,,,,,,,,,,,,,,,,,,
1147,38.4645,197193,0.014246111,492.9825,-4.01836,118493,-0.001488281,296.2325,81.4113,305408,0.030152333,763.52,100.912,266353,0.037374815,665.8825,-27.3375,-188212,-0.010125,-470.53,-72.8812,-236125,-0.026993037,-590.3125,,,,,,,,,,,,,,,,,,,,,,,,
1148,46.5645,204830,0.017246111,512.075,5.44219,154436,0.002015626,386.09,92.2113,312171,0.034152333,780.4275,96.8625,244083,0.035875,610.2075,-38.1375,-207950,-0.014125,-519.875,-68.325,-209550,-0.025305556,-523.875,,,,,,,,,,,,,,,,,,,,,,,,
1149,57.3645,213648,0.021246111,534.12,16.2422,184512,0.00601563,461.28,103.011,317586,0.038152222,793.965,90.7875,210557,0.033625,526.3925,-48.9375,-226555,-0.018125,-566.3875,-61.4906,-169633,-0.022774296,-424.0825,,,,,,,,,,,,,,,,,,,,,,,,
1150,68.1645,221092,0.025246111,552.73,27.0422,206738,0.01001563,516.845,102.189,312868,0.037847778,782.17,81.675,160151,0.03025,400.3775,-59.7375,-243723,-0.022125,-609.3075,-53.3906,-122281,-0.019774296,-305.7025,,,,,,,,,,,,,,,,,,,,,,,,
1151,78.9645,227268,0.029246111,568.17,37.8422,225129,0.01401563,562.8225,91.3887,250373,0.033847667,625.9325,70.875,100689,0.02625,251.7225,-70.5375,-259481,-0.026125,-648.7025,-45.2906,-75257.3,-0.016774296,-188.14325,,,,,,,,,,,,,,,,,,,,,,,,
1152,89.7645,232255,0.033246111,580.6375,48.6422,240034,0.01801563,600.085,80.5887,187454,0.029847667,468.635,60.075,45362,0.02225,113.405,-81.3375,-273771,-0.030125,-684.4275,-37.1906,-29872,-0.013774296,-74.68,,,,,,,,,,,,,,,,,,,,,,,,
1153,100.564,236145,0.037245926,590.3625,59.4422,252304,0.02201563,630.76,69.7887,124485,0.025847667,311.2125,49.275,3443.49,0.01825,8.608725,-92.1375,-286626,-0.034125,-716.565,-29.0906,8296.75,-0.010774296,20.741875,,,,,,,,,,,,,,,,,,,,,,,,
1154,104.636,237354,0.038754074,593.385,70.2422,262393,0.02601563,655.9825,58.9887,61964.3,0.021847667,154.91075,38.475,-31600.2,0.01425,-79.0005,-102.938,-298038,-0.038125185,-745.095,-20.9906,39138.1,-0.007774296,97.84525,,,,,,,,,,,,,,,,,,,,,,,,
1155,101.936,222538,0.037754074,556.345,81.0422,270468,0.03001563,676.17,48.1887,629.595,0.017847667,1.5739875,27.675,-62815,0.01025,-157.0375,-102.262,-294408,-0.037874815,-736.02,-12.8906,66319.2,-0.004774296,165.798,,,,,,,,,,,,,,,,,,,,,,,,
1156,97.8855,200289,0.036253889,500.7225,91.8422,276793,0.03401563,691.9825,37.3887,-58846,0.013847667,-147.115,16.875,-91189.1,0.00625,-227.97275,-91.4625,-235856,-0.033875,-589.64,-4.79059,90968.3,-0.001774293,227.42075,,,,,,,,,,,,,,,,,,,,,,,,
1157,91.8105,166877,0.034003889,417.1925,102.642,281749,0.038015556,704.3725,26.5887,-114503,0.009847667,-286.2575,6.075,-117202,0.00225,-293.005,-80.6625,-176811,-0.029875,-442.0275,4.41255,116522,0.001634278,291.305,,,,,,,,,,,,,,,,,,,,,,,,
1158,82.698,116719,0.030628889,291.7975,102.558,281292,0.037984444,703.23,15.7887,-161695,0.005847667,-404.2375,-4.725,-141286,-0.00175,-353.215,-69.8625,-117851,-0.025875,-294.6275,15.2125,143768,0.005634259,359.42,,,,,,,,,,,,,,,,,,,,,,,,
1159,71.898,57613.3,0.026628889,144.03325,91.7578,222344,0.03398437,555.86,4.98867,-197426,0.001847656,-493.565,-15.525,-163671,-0.00575,-409.1775,-59.0625,-61204.1,-0.021875,-153.01025,26.0125,168551,0.009634259,421.3775,,,,,,,,,,,,,,,,,,,,,,,,
1160,61.098,-1.5648,0.022628889,-0.003912,80.9578,163111,0.02998437,407.7775,-5.81133,-224149,-0.002152344,-560.3725,-26.325,-184475,-0.00975,-461.1875,-48.2625,-16169.2,-0.017875,-40.423,36.8125,191487,0.013634259,478.7175,,,,,,,,,,,,,,,,,,,,,,,,
1161,50.298,-53812,0.018628889,-134.53,70.1578,103866,0.02598437,259.665,-16.6113,-244244,-0.006152333,-610.61,-37.125,-203963,-0.01375,-509.9075,-37.4625,20452.4,-0.013875,51.131,47.6125,212750,0.017634259,531.875,,,,,,,,,,,,,,,,,,,,,,,,
1162,39.498,-95586.6,0.014628889,-238.9665,59.3578,45187.2,0.02198437,112.968,-27.4113,-260239,-0.010152333,-650.5975,-47.925,-222434,-0.01775,-556.085,-26.6625,52932.9,-0.009875,132.33225,58.4125,232340,0.021634259,580.85,,,,,,,,,,,,,,,,,,,,,,,,
1163,28.698,-124770,0.010628889,-311.925,48.5578,-12233.2,0.01798437,-30.583,-38.2113,-274936,-0.014152333,-687.34,-58.725,-239435,-0.02175,-598.5875,-15.8625,82400.6,-0.005875,206.0015,69.2125,250354,0.025634259,625.885,,,,,,,,,,,,,,,,,,,,,,,,
1164,17.898,-146150,0.006628889,-365.375,37.7578,-67313.9,0.01398437,-168.28475,-49.0113,-286583,-0.018152333,-716.4575,-69.525,-254966,-0.02575,-637.415,-5.0625,109421,-0.001875,273.5525,80.0126,266821,0.029634296,667.0525,,,,,,,,,,,,,,,,,,,,,,,,
1165,7.09805,-163018,0.002628907,-407.545,26.9578,-116264,0.00998437,-290.66,-59.8113,-295749,-0.022152333,-739.3725,-80.325,-269099,-0.02975,-672.7475,5.7375,134416,0.002125,336.04,90.8125,281746,0.033634259,704.365,,,,,,,,,,,,,,,,,,,,,,,,
1166,-3.70195,-176790,-0.001371093,-441.975,16.1578,-153487,0.00598437,-383.7175,-70.6113,-303072,-0.026152333,-757.68,-91.125,-281887,-0.03375,-704.7175,16.5375,157665,0.006125,394.1625,101.613,295162,0.037634444,737.905,,,,,,,,,,,,,,,,,,,,,,,,
1167,-14.502,-188151,-0.005371111,-470.3775,5.35781,-181100,0.001984374,-452.75,-81.4113,-308710,-0.030152333,-771.775,-101.925,-293286,-0.03775,-733.215,27.3375,179319,0.010125,448.2975,103.587,297451,0.038365556,743.6275,,,,,,,,,,,,,,,,,,,,,,,,
1168,-25.302,-197763,-0.009371111,-494.4075,-5.44219,-201940,-0.002015626,-504.85,-84.1113,-309930,-0.031152333,-774.825,-103.275,-294620,-0.03825,-736.55,38.1375,199476,0.014125,498.69,100.887,281841,0.037365556,704.6025,,,,,,,,,,,,,,,,,,,,,,,,
1169,-36.102,-207163,-0.013371111,-517.9075,-16.2422,-218454,-0.00601563,-546.135,-88.1613,-311556,-0.032652333,-778.89,-100.575,-279971,-0.03725,-699.9275,48.9375,218616,0.018125,546.54,96.8374,258336,0.035865704,645.84,,,,,,,,,,,,,,,,,,,,,,,,
1170,-46.902,-215071,-0.017371111,-537.6775,-27.0422,-232261,-0.01001563,-580.6525,-92.2113,-312927,-0.034152333,-782.3175,-97.875,-265255,-0.03625,-663.1375,59.7375,236397,0.022125,590.9925,90.7625,222953,0.033615741,557.3825,,,,,,,,,,,,,,,,,,,,,,,,
1171,-57.702,-221674,-0.021371111,-554.185,-37.8422,-244931,-0.01401563,-612.3275,-96.2613,-314020,-0.035652333,-785.05,-95.175,-250490,-0.03525,-626.225,70.5375,252775,0.026125,631.9375,81.6499,169758,0.030240704,424.395,,,,,,,,,,,,,,,,,,,,,,,,
1172,-68.502,-227073,-0.025371111,-567.6825,-48.6422,-255282,-0.01801563,-638.205,-102.336,-314495,-0.037902222,-786.2375,-92.475,-235688,-0.03425,-589.22,81.3375,267750,0.030125,669.375,70.85,106928,0.026240741,267.32,,,,,,,,,,,,,,,,,,,,,,,,
1173,-79.302,-231061,-0.029371111,-577.6525,-59.4422,-263624,-0.02201563,-659.06,-104.614,-313919,-0.038745926,-784.7975,-88.425,-213437,-0.03275,-533.5925,92.1375,281384,0.034125,703.46,60.0499,46850.2,0.022240704,117.1255,,,,,,,,,,,,,,,,,,,,,,,,
1174,-90.102,-233642,-0.033371111,-584.105,-70.2422,-270261,-0.02601563,-675.6525,-106.893,-312499,-0.03959,-781.2475,-82.35,-179993,-0.0305,-449.9825,102.938,293697,0.038125185,734.2425,49.25,-168.586,0.018240741,-0.421465,,,,,,,,,,,,,,,,,,,,,,,,
1175,-92.802,-234080,-0.034371111,-585.2,-81.0422,-275278,-0.03001563,-688.195,-106.829,-312145,-0.039566296,-780.3625,-73.2375,-129857,-0.027125,-324.6425,102.262,290058,0.037874815,725.145,38.45,-38321.1,0.014240741,-95.80275,,,,,,,,,,,,,,,,,,,,,,,,
1176,-96.852,-234440,-0.035871111,-586.1,-83.7422,-276318,-0.03101563,-690.795,-104.551,-299357,-0.038722593,-748.3925,-62.4375,-72251.2,-0.023125,-180.628,91.4625,231393,0.033875,578.4825,27.65,-71762.1,0.010240741,-179.40525,,,,,,,,,,,,,,,,,,,,,,,,
1177,-102.927,-233146,-0.038121111,-582.865,-87.7922,-277679,-0.03251563,-694.1975,-102.273,-286515,-0.037878889,-716.2875,-51.6375,-25830.3,-0.019125,-64.57575,80.6625,172292,0.029875,430.73,16.85,-101891,0.006240741,-254.7275,,,,,,,,,,,,,,,,,,,,,,,,
1178,-105.205,-232042,-0.038964815,-580.105,-93.8672,-279226,-0.03476563,-698.065,-98.8559,-267177,-0.036613296,-667.9425,-40.8375,11076,-0.015125,27.69,69.8625,113218,0.025875,283.045,6.04995,-129298,0.002240722,-323.245,,,,,,,,,,,,,,,,,,,,,,,,
1179,-107.483,-230613,-0.039808519,-576.5325,-102.98,-278052,-0.038140741,-695.13,-93.7301,-238059,-0.034714852,-595.1475,-30.0375,43707.9,-0.011125,109.26975,59.0625,56144.9,0.021875,140.36225,-4.75005,-154440,-0.001759278,-386.1,,,,,,,,,,,,,,,,,,,,,,,,
1180,-107.947,-230308,-0.03998037,-575.77,-105.258,-276622,-0.038984444,-691.555,-86.0414,-194229,-0.031867185,-485.5725,-19.2375,73273.8,-0.007125,183.1845,48.2625,10348.2,0.017875,25.8705,-15.55,-177632,-0.005759259,-444.08,,,,,,,,,,,,,,,,,,,,,,,,
1181,-107.093,-225745,-0.039664074,-564.3625,-107.536,-274667,-0.039828148,-686.6675,-75.2414,-132583,-0.027867185,-331.4575,-8.4375,100406,-0.003125,251.015,37.4625,-26498.7,0.013875,-66.24675,-26.35,-199080,-0.009759259,-497.7,,,,,,,,,,,,,,,,,,,,,,,,
1182,-106.239,-221180,-0.039347778,-552.95,-107.895,-274354,-0.039961111,-685.885,-64.4414,-71330.3,-0.023867185,-178.32575,2.3625,125530,0.000875,313.825,26.6625,-58931,0.009875,-147.3275,-37.15,-219096,-0.013759259,-547.74,,,,,,,,,,,,,,,,,,,,,,,,
1183,-105.384,-216613,-0.039031111,-541.5325,-107.325,-271344,-0.03975,-678.36,-53.6414,-11030.5,-0.019867185,-27.57625,13.1625,148938,0.004875,372.345,15.8625,-88313.6,0.005875,-220.784,-47.9501,-238024,-0.017759296,-595.06,,,,,,,,,,,,,,,,,,,,,,,,
1184,-104.103,-209759,-0.038556667,-524.3975,-106.471,-266825,-0.039433704,-667.0625,-42.8414,46899.8,-0.015867185,117.2495,23.9625,170761,0.008875,426.9025,5.0625,-115207,0.001875,-288.0175,-58.75,-255397,-0.021759259,-638.4925,,,,,,,,,,,,,,,,,,,,,,,,
1185,-102.181,-199470,-0.037844815,-498.675,-105.189,-260037,-0.038958889,-650.0925,-32.0414,100315,-0.011867185,250.7875,34.7625,191101,0.012875,477.7525,-5.7375,-140009,-0.002125,-350.0225,-69.55,-271269,-0.025759259,-678.1725,,,,,,,,,,,,,,,,,,,,,,,,
1186,-99.2975,-184020,-0.036776852,-460.05,-103.267,-249836,-0.038247037,-624.59,-21.2414,146711,-0.007867185,366.7775,45.5625,210247,0.016875,525.6175,-16.5375,-163035,-0.006125,-407.5875,-80.3501,-285640,-0.029759296,-714.1,,,,,,,,,,,,,,,,,,,,,,,,
1187,-94.9726,-160813,-0.035175037,-402.0325,-100.384,-234501,-0.037179259,-586.2525,-10.4414,183351,-0.003867185,458.3775,56.3625,228156,0.020875,570.39,-27.3375,-184401,-0.010125,-461.0025,-91.15,-298472,-0.033759259,-746.18,,,,,,,,,,,,,,,,,,,,,,,,
1188,-88.4853,-125946,-0.032772333,-314.865,-96.059,-211444,-0.035577407,-528.61,0.358594,211765,0.000132813,529.4125,67.1625,244621,0.024875,611.5525,-38.1375,-204262,-0.014125,-510.655,-101.95,-309709,-0.037759259,-774.2725,,,,,,,,,,,,,,,,,,,,,,,,
1189,-78.7543,-73852.7,-0.029168259,-184.63175,-89.5716,-176765,-0.033174667,-441.9125,11.1586,234003,0.004132815,585.0075,77.9625,259733,0.028875,649.3325,-48.9375,-223268,-0.018125,-558.17,-103.25,-310959,-0.038240741,-777.3975,,,,,,,,,,,,,,,,,,,,,,,,
1190,-67.9543,-17284.1,-0.025168259,-43.21025,-79.8407,-124650,-0.02957063,-311.625,21.9586,251711,0.008132815,629.2775,88.7625,273564,0.032875,683.91,-59.7375,-240923,-0.022125,-602.3075,-100.55,-295496,-0.037240741,-738.74,,,,,,,,,,,,,,,,,,,,,,,,
1191,-57.1543,34847.3,-0.021168259,87.11825,-69.0407,-67163.2,-0.02557063,-167.908,32.7586,267149,0.012132815,667.8725,99.5625,286117,0.036875,715.2925,-70.5375,-257132,-0.026125,-642.83,-96.5,-272179,-0.035740741,-680.4475,,,,,,,,,,,,,,,,,,,,,,,,
1192,-46.3543,78691.1,-0.017168259,196.72775,-58.2407,-10704.7,-0.02157063,-26.76175,43.5586,279906,0.016132815,699.765,105.637,292627,0.039124815,731.5675,-81.3375,-271882,-0.030125,-679.705,-92.45,-248764,-0.034240741,-621.91,,,,,,,,,,,,,,,,,,,,,,,,
1193,-35.5543,110443,-0.013168259,276.1075,-47.4407,42828,-0.01757063,107.07,54.3586,290371,0.020132815,725.9275,102.938,277945,0.038125185,694.8625,-92.1375,-285230,-0.034125,-713.075,-88.3999,-225287,-0.032740704,-563.2175,,,,,,,,,,,,,,,,,,,,,,,,
1194,-24.7543,133947,-0.009168259,334.8675,-36.6407,91417.9,-0.01357063,228.54475,65.1586,298965,0.024132815,747.4125,100.238,263214,0.037125185,658.035,-102.938,-297171,-0.038125185,-742.9275,-82.325,-190006,-0.030490741,-475.015,,,,,,,,,,,,,,,,,,,,,,,,
1195,-13.9543,152386,-0.005168259,380.965,-25.8407,131462,-0.00957063,328.655,75.9586,306050,0.028132815,765.125,97.5375,248436,0.036125,621.09,-102.262,-293556,-0.037874815,-733.89,-73.2124,-137098,-0.027115704,-342.745,,,,,,,,,,,,,,,,,,,,,,,,
1196,-3.15434,167409,-0.001168274,418.5225,-15.0407,162139,-0.00557063,405.3475,86.7586,311801,0.032132815,779.5025,93.4875,226204,0.034625,565.51,-91.4625,-235243,-0.033875,-588.1075,-62.4125,-75842.1,-0.023115741,-189.60525,,,,,,,,,,,,,,,,,,,,,,,,
1197,7.64566,179957,0.002831726,449.8925,-4.24067,185876,-0.001570619,464.69,97.5586,315548,0.036132815,788.87,87.4125,192769,0.032375,481.9225,-80.6625,-176427,-0.029875,-441.0675,-51.6124,-23579.4,-0.019115704,-58.9485,,,,,,,,,,,,,,,,,,,,,,,,
1198,18.4457,190546,0.006831741,476.365,6.55933,204840,0.002429381,512.1,100.259,315998,0.037132963,789.995,78.3,142543,0.029,356.3575,-69.8625,-117590,-0.025875,-293.975,-40.8125,16784.5,-0.015115741,41.96125,,,,,,,,,,,,,,,,,,,,,,,,
1199,21.1457,192934,0.007831741,482.335,17.3593,220252,0.00642937,550.63,102.959,315770,0.038132963,789.425,67.5,83836.8,0.025,209.592,-59.0625,-60498.8,-0.021875,-151.247,-30.0125,51853.7,-0.011115741,129.63425,,,,,,,,,,,,,,,,,,,,,,,,
1200,25.1957,196425,0.009331741,491.0625,28.1593,233607,0.01042937,584.0175,103.971,315398,0.038507778,788.495,56.7,32792,0.021,81.98,-48.2625,-13570.4,-0.017875,-33.926,-19.2125,83329.4,-0.007115741,208.3235,,,,,,,,,,,,,,,,,,,,,,,,
1201,31.2707,201660,0.011581741,504.15,38.9593,245307,0.01442937,613.2675,105.49,314309,0.03907037,785.7725,45.9,-6103.4,0.017,-15.2585,-37.4625,23571.4,-0.013875,58.9285,-8.41245,111965,-0.003115722,279.9125,,,,,,,,,,,,,,,,,,,,,,,,
1202,40.3832,208759,0.014956741,521.8975,49.7593,255166,0.01842937,637.915,107.768,311303,0.039914074,778.2575,35.1,-39701.3,0.013,-99.25325,-26.6625,56267,-0.009875,140.6675,2.38755,138270,0.000884278,345.675,,,,,,,,,,,,,,,,,,,,,,,,
1203,51.1832,216005,0.018956741,540.0125,60.5593,263394,0.02242937,658.485,107.378,309109,0.03976963,772.7725,24.3,-69967.7,0.009,-174.91925,-15.8625,85863.9,-0.005875,214.65975,13.1875,162580,0.004884259,406.45,,,,,,,,,,,,,,,,,,,,,,,,
1204,61.9832,222069,0.022956741,555.1725,71.3593,270180,0.02642937,675.45,106.096,301894,0.039294815,754.735,13.5,-97638.1,0.005,-244.09525,-5.0625,112976,-0.001875,282.44,23.9875,185130,0.008884259,462.825,,,,,,,,,,,,,,,,,,,,,,,,
1205,72.7832,226862,0.026956741,567.155,82.1593,275475,0.03042937,688.6875,104.174,291041,0.038582963,727.6025,2.7,-123142,0.001,-307.855,7.17188,141193,0.002656252,352.9825,34.7875,206050,0.012884259,515.125,,,,,,,,,,,,,,,,,,,,,,,,
1206,83.5832,229719,0.030956741,574.2975,92.9593,277034,0.03442937,692.585,101.291,274702,0.037515185,686.755,-8.1,-146850,-0.003,-367.125,20.6719,169721,0.007656259,424.3025,45.5875,225697,0.016884259,564.2425,,,,,,,,,,,,,,,,,,,,,,,,
1207,86.2832,229909,0.031956741,574.7725,95.6593,275660,0.03542937,689.15,96.966,250098,0.035913333,625.245,-18.9,-168912,-0.007,-422.28,34.1719,195788,0.012656259,489.47,56.3876,244060,0.020884296,610.15,,,,,,,,,,,,,,,,,,,,,,,,
1208,88.9832,229602,0.032956741,574.005,98.3593,272948,0.03642937,682.37,90.4787,213074,0.03351063,532.685,-29.7,-189400,-0.011,-473.5,47.6719,219906,0.017656259,549.765,67.1875,260959,0.024884259,652.3975,,,,,,,,,,,,,,,,,,,,,,,,
1209,91.6832,228680,0.033956741,571.7,102.409,267266,0.037929259,668.165,80.7477,157381,0.029906556,393.4525,-40.5,-208511,-0.015,-521.2775,61.1719,242101,0.022656259,605.2525,77.9875,276426,0.028884259,691.065,,,,,,,,,,,,,,,,,,,,,,,,
1210,95.7332,226079,0.035456741,565.1975,106.459,261572,0.039429259,653.93,69.9477,95661.7,0.025906556,239.15425,-51.3,-226794,-0.019,-566.985,74.6719,262064,0.027656259,655.16,88.7876,290432,0.032884296,726.08,,,,,,,,,,,,,,,,,,,,,,,,
1211,97.2519,224961,0.036019222,562.4025,105.491,256508,0.039070741,641.27,59.1477,34688.6,0.021906556,86.7215,-62.1,-243562,-0.023,-608.905,88.1719,279867,0.032656259,699.6675,99.5875,303001,0.036884259,757.5025,,,,,,,,,,,,,,,,,,,,,,,,
1212,99.53,223077,0.036862963,557.6925,101.441,235278,0.037570741,588.195,48.3477,-24677.1,0.017906556,-61.69275,-72.9,-258918,-0.027,-647.295,101.672,295579,0.037656296,738.9475,105.612,309393,0.039115556,773.4825,,,,,,,,,,,,,,,,,,,,,,,,
1213,102.947,220025,0.038128519,550.0625,95.3657,203315,0.03532063,508.2875,37.5477,-80639.4,0.013906556,-201.5985,-83.7,-272930,-0.031,-682.325,115.172,309171,0.042656296,772.9275,102.912,293902,0.038115556,734.755,,,,,,,,,,,,,,,,,,,,,,,,
1214,107.927,215443,0.039972963,538.6075,86.2532,155181,0.03194563,387.9525,26.7477,-129795,0.009906556,-324.4875,-94.5,-285607,-0.035,-714.0175,128.672,320667,0.047656296,801.6675,98.8624,270571,0.036615704,676.4275,,,,,,,,,,,,,,,,,,,,,,,,
1215,107.446,212930,0.039794815,532.325,75.4532,98013.4,0.02794563,245.0335,15.9477,-169712,0.005906556,-424.28,-105.3,-296923,-0.039,-742.3075,127.828,316181,0.047343704,790.4525,92.7875,235400,0.034365741,588.5,,,,,,,,,,,,,,,,,,,,,,,,
1216,106.726,209158,0.039528148,522.895,64.6532,41248.1,0.02394563,103.12025,5.1477,-200734,0.001906556,-501.835,-108,-299540,-0.04,-748.85,114.328,243857,0.042343704,609.6425,83.6749,182463,0.030990704,456.1575,,,,,,,,,,,,,,,,,,,,,,,,
1217,105.644,203498,0.039127407,508.745,53.8532,-13719.9,0.01994563,-34.29975,-5.6523,-224434,-0.002093444,-561.085,-106.988,-294089,-0.039625185,-735.2225,100.828,170645,0.037343704,426.6125,72.875,119773,0.026990741,299.4325,,,,,,,,,,,,,,,,,,,,,,,,
1218,104.023,195001,0.038527037,487.5025,43.0532,-64413.5,0.01594563,-161.03375,-16.4523,-242833,-0.006093444,-607.0825,-105.469,-285900,-0.039062593,-714.75,87.3281,98153.6,0.032343741,245.384,62.075,59086.6,0.022990741,147.7165,,,,,,,,,,,,,,,,,,,,,,,,
1219,101.59,182243,0.037625926,455.6075,32.2532,-107781,0.01194563,-269.4525,-27.2523,-256890,-0.010093444,-642.225,-103.191,-273577,-0.038218889,-683.9425,73.8281,35961.1,0.027343741,89.90275,51.275,9726.88,0.018990741,24.3172,,,,,,,,,,,,,,,,,,,,,,,,
1220,97.9407,163080,0.036274333,407.7,21.4532,-142859,0.00794563,-357.1475,-29.9523,-259823,-0.011093444,-649.5575,-99.7734,-255020,-0.036953111,-637.55,60.3281,-11040.6,0.022343741,-27.6015,40.475,-29377.5,0.014990741,-73.44375,,,,,,,,,,,,,,,,,,,,,,,,
1221,92.4671,134285,0.034247074,335.7125,10.6532,-170324,0.00394563,-425.81,-34.0023,-264324,-0.012593444,-660.81,-94.6477,-227063,-0.035054704,-567.6575,46.8281,-51190.8,0.017343741,-127.977,29.675,-63479.5,0.010990741,-158.69875,,,,,,,,,,,,,,,,,,,,,,,,
1222,84.2565,91035.3,0.031206111,227.58825,-0.146832,-191558,-5.44E-05,-478.895,-40.0773,-271403,-0.014843444,-678.5075,-86.959,-184969,-0.032207037,-462.4225,33.3281,-87100.6,0.012343741,-217.7515,18.875,-94190.3,0.006990741,-235.47575,,,,,,,,,,,,,,,,,,,,,,,,
1223,73.4566,34702.9,0.027206148,86.75725,-10.9468,-208207,-0.00405437,-520.5175,-49.1898,-280115,-0.018218444,-700.2875,-76.159,-125826,-0.028207037,-314.565,19.8281,-119672,0.007343741,-299.18,8.07495,-122177,0.002990722,-305.4425,,,,,,,,,,,,,,,,,,,,,,,,
1224,62.6565,-17935.2,0.023206111,-44.838,-21.7468,-221394,-0.00805437,-553.485,-59.9898,-286927,-0.022218444,-717.3175,-65.359,-68557,-0.024207037,-171.3925,6.32813,-149511,0.002343752,-373.7775,-2.72505,-147872,-0.001009278,-369.68,,,,,,,,,,,,,,,,,,,,,,,,
1225,51.8565,-62404.7,0.019206111,-156.01175,-32.5468,-231684,-0.01205437,-579.21,-62.6898,-287982,-0.023218444,-719.955,-54.559,-22313.2,-0.020207037,-55.783,-7.17188,-176873,-0.002656252,-442.1825,-13.525,-171610,-0.005009259,-429.025,,,,,,,,,,,,,,,,,,,,,,,,
1226,41.0565,-97085.3,0.015206111,-242.71325,-43.3468,-240950,-0.01605437,-602.375,-66.7398,-288768,-0.024718444,-721.92,-43.759,14363.6,-0.016207037,35.909,-20.6719,-201900,-0.007656259,-504.75,-24.325,-193550,-0.009009259,-483.875,,,,,,,,,,,,,,,,,,,,,,,,
1227,30.2565,-123303,0.011206111,-308.2575,-54.1468,-246538,-0.02005437,-616.345,-72.8148,-287742,-0.026968444,-719.355,-32.959,46787.9,-0.012207037,116.96975,-27.4219,-213566,-0.010156259,-533.915,-35.125,-213860,-0.013009259,-534.65,,,,,,,,,,,,,,,,,,,,,,,,
1228,19.4565,-143259,0.007206111,-358.1475,-56.8468,-247277,-0.02105437,-618.1925,-75.0929,-286839,-0.027812185,-717.0975,-22.159,76203.1,-0.008207037,190.50775,-37.5469,-230017,-0.013906259,-575.0425,-45.925,-233017,-0.017009259,-582.5425,,,,,,,,,,,,,,,,,,,,,,,,
1229,8.65655,-159115,0.00320613,-397.7875,-60.8968,-247593,-0.02255437,-618.9825,-78.5101,-284801,-0.029077815,-712.0025,-11.359,103239,-0.004207037,258.0975,-51.0469,-250665,-0.018906259,-626.6625,-56.725,-251034,-0.021009259,-627.585,,,,,,,,,,,,,,,,,,,,,,,,
1230,-2.14345,-171949,-0.00079387,-429.8725,-66.9718,-246281,-0.02480437,-615.7025,-83.6359,-280716,-0.030976259,-701.79,-0.558984,128288,-0.000207031,320.72,-64.5469,-269482,-0.023906259,-673.705,-67.525,-267537,-0.025009259,-668.8425,,,,,,,,,,,,,,,,,,,,,,,,
1231,-12.9435,-182326,-0.004793889,-455.815,-69.25,-245460,-0.025648148,-613.65,-88.7617,-276249,-0.032874704,-690.6225,12.8013,156925,0.004741222,392.3125,-78.0469,-286180,-0.028906259,-715.45,-78.3251,-282545,-0.029009296,-706.3625,,,,,,,,,,,,,,,,,,,,,,,,
